Date,Open,High,Low,Close,Adj Close,Volume
2022-02-01,252.61355403338803,264.99718428007765,248.13558021383494,254.61713468651865,252.06963281018474,1856420
2022-02-02,252.62469674833613,258.19584193070864,245.83806495117727,258.19584193070864,254.99340922636478,1915849
2022-02-03,259.59993410130625,262.25568253329936,254.33980139799192,262.25568253329936,258.9894229194884,1899172
2022-02-04,260.2572868184288,270.9632963356107,255.4367891168513,262.8808861256318,259.89891680939763,1171357
2022-02-07,267.75673653889373,275.7639160316405,262.3811752905308,275.7639160316405,272.2105873574191,717521
2022-02-08,273.25625222296367,273.34603983411074,266.64649773837573,270.24793372210814,267.23890040619074,1418499
2022-02-09,266.4468934030965,268.71203670791766,263.3821034966212,268.71203670791766,265.36865712579333,1828400
2022-02-10,266.04311973884444,267.34463759992775,260.8389251337085,267.34463759992775,264.64988077026254,512173
2022-02-11,265.6188845190001,277.3984592655837,258.80814889946794,269.4486478833493,265.66420666084406,1803157
2022-02-14,270.30372228833113,282.30321424518434,264.3097410188689,270.17251750086655,266.92149870608733,1271855
2022-02-15,268.26848513935937,275.44072368172453,261.85682100496166,275.44072368172453,272.5521985303642,1674334
2022-02-16,270.89348700949836,277.4583290093043,266.5665286922486,277.4583290093043,273.54460310768644,1311090
2022-02-17,285.27582719356235,297.1398767202922,277.11125097249254,286.6821846586514,283.31789042804553,1324444
2022-02-18,285.2959050960985,291.61480552439656,282.4401027474248,283.8899314260577,281.00236284757165,1947732
2022-02-21,284.28191654404446,285.03256646253175,280.6705868621196,282.4825600131906,278.5665550794125,594454
2022-02-22,284.48354650562254,290.4484256495749,276.0336883575136,276.0336883575136,273.187752564966,847307
2022-02-23,270.95688438443784,275.266055253497,263.36704047875253,263.36704047875253,260.1703985509416,1963905
2022-02-24,259.9298607197417,262.57085992097325,255.51698028550712,255.51698028550712,252.39871710931928,1672748
2022-02-25,256.6305720520582,261.97040067087465,249.79624571960522,261.97040067087465,258.6777121232872,969330
2022-02-28,264.81550255135716,274.21916909881577,256.9436893046284,256.9436893046284,253.60219689999087,712003
2022-03-01,258.43709385357965,261.0069608827338,254.00080745373907,261.0069608827338,257.8065435367057,1127408
2022-03-02,267.8538124496729,270.9848523551408,261.80098281027546,269.49871078728376,266.13401149537606,1444750
2022-03-03,261.6141713750917,261.6141713750917,258.7886898404053,260.38991846257596,257.1542840828322,657645
2022-03-04,262.6109359133934,271.0733859063507,257.6493888425157,268.67198836007947,264.78314347482814,1692539
2022-03-07,275.4381814457148,288.665056659591,268.22617310708375,269.7501709209614,266.2895343038639,1658574
2022-03-08,267.6171933851282,270.1978494665226,260.61060916359594,260.70261595165164,256.99159027266074,1579813
2022-03-09,255.8235663447735,260.32293269354875,251.05813667564695,255.42472838025762,252.68939838275494,1362791
2022-03-10,251.52396034410123,257.7599528143381,244.5574383203153,257.7599528143381,255.06819966169957,1415348
2022-03-11,260.0573604302697,269.75359382818857,252.87935256434898,257.74109248308343,254.43642749717839,1907424
2022-03-14,262.791091885148,277.3272538145803,256.50650843720234,256.50650843720234,253.92974802141472,1446685
2022-03-15,251.34899469823694,256.43165884033914,248.33187280737604,256.43165884033914,253.07626560751586,1957262
2022-03-16,263.5462961885106,268.58774810157416,257.4297256281743,268.58774810157416,264.94678045178284,1272208
2022-03-17,264.6858806425404,274.84677807980495,259.8892579997682,265.07800662827214,262.31972973578786,961967
2022-03-18,258.806487559847,259.1308567381771,255.4514551286612,255.9195700179648,253.15068265348793,682260
2022-03-21,252.22484830282255,253.1457064674368,245.11468662289428,245.92769637364816,242.36036561015302,597780
2022-03-22,240.64862085586356,246.71926275351186,237.42585749019813,242.03529077127615,239.41719544714326,1679849
2022-03-23,237.03753910398905,246.152373903223,231.32195014755752,238.17495858338327,235.57431865017418,708066
2022-03-24,243.16655607081887,246.99002320392728,238.96805921813888,246.99002320392728,244.0013769700954,736961
2022-03-25,252.37709936524007,258.8925388589994,245.08975340274247,258.8925388589994,255.99163986258523,942848
2022-03-28,253.5613141349445,264.66391687463306,249.21245163726564,250.41242700288547,247.55103172834762,1241289
2022-03-29,247.42371568175884,257.437359803252,240.66862764400253,242.90781710321258,240.43026613285025,1801944
2022-03-30,243.88540127250016,246.63612286344838,238.8391975379969,242.78304420646694,239.36658192559423,1726004
2022-03-31,244.24826661697816,247.08236336300206,241.7970145842026,247.08236336300206,244.50745652079317,1689808
2022-04-01,243.28806693557587,243.28806693557587,239.0708255578166,243.13013502853698,239.80014447648028,746160
2022-04-04,238.12297055753376,242.1158215610042,232.07541322073325,236.63042365631733,233.9077333464386,786182
2022-04-05,235.20793494760824,238.87286324828546,228.92597065775485,232.52040565693972,229.7710015598066,1830730
2022-04-06,233.8372673331951,239.4508747084924,230.3034202032261,239.4508747084924,236.4028082055655,1453777
2022-04-07,245.97735164034188,251.5690753023813,240.82181963797427,251.5690753023813,248.8280267280629,1107826
2022-04-08,244.8332261041663,252.98843216206015,240.77436809273206,244.213066028962,241.67687542664947,1784942
2022-04-11,246.58616362053215,254.07244831382982,239.20078356574243,248.19392949414836,245.62389533610497,1076682
2022-04-12,242.8121192313136,247.70753842809862,238.79818194046203,247.70753842809862,244.54319414856707,1620862
2022-04-13,246.88476305161757,251.30610332400008,244.40135097095364,247.22530506028778,244.5839387174852,1263826
2022-04-14,245.1048677843748,254.99323375058063,240.3505460880399,245.10586365341624,241.78800256385307,605331
2022-04-15,240.82125275556874,250.5172201025713,235.52910370776092,235.52910370776092,232.85101115538976,1947164
2022-04-18,231.48097389630394,232.7673474921371,226.88780536368006,232.7673474921371,229.73055369929142,1807996
2022-04-19,234.57482971670362,245.50323432355967,230.86411510815313,231.33262783730467,228.46820331603425,1187182
2022-04-20,235.89708710028373,239.76547334919474,232.38755314907033,232.38755314907033,229.6308328953828,967918
2022-04-21,236.3707606280988,240.37508243466596,232.56976118880283,232.56976118880283,229.46338842314728,1300015
2022-04-22,234.17336850349392,235.92047860046563,229.27165270720997,229.27165270720997,225.90504632874206,1995291
2022-04-25,233.46929195882979,233.46929195882979,229.58637413864201,232.60923798133604,230.17963348777153,1912634
2022-04-26,226.07877030360882,234.64477137511528,220.52486556345582,225.51705434905804,222.30881070320316,537280
2022-04-27,225.1454166548997,234.26137604606026,222.75147160172753,228.43917435090265,225.8597168630942,929975
2022-04-28,223.1917249403592,232.914693499094,217.981429414266,220.14145907369266,217.18566987234223,692039
2022-04-29,216.27496318165578,224.43278512078044,213.39319774189448,221.31480670273913,218.64860277311763,1639991
2022-05-02,224.50994462693336,233.4342747772221,218.45025109056613,219.66599644573967,217.23880932590822,1601084
2022-05-03,224.02833131990994,230.489899568883,217.6655105864649,223.69461570969185,220.3990811561248,1945975
2022-05-04,221.2752527679438,229.0588774826554,215.5651537395974,216.86326230068315,213.82817407806775,594266
2022-05-05,219.38763886578766,225.0444842673647,214.48666950663664,225.0444842673647,222.6141761100898,815588
2022-05-06,220.0907481634335,227.16952937458396,217.28524682589895,225.99968435949177,222.97868438439315,1119202
2022-05-09,231.72578627100307,240.02880340972965,228.98320331398668,230.50603467317893,227.09653227260642,1361352
2022-05-10,228.44631301965248,234.67434898113564,221.64504474106448,232.91304140850553,230.50597796953554,1698003
2022-05-11,228.305909397937,234.81389783781546,221.54312232981093,222.49725946457295,219.76478722759762,1129801
2022-05-12,218.07092071872341,224.0046042156966,215.62623538178659,221.89387878049345,218.85274117879885,644021
2022-05-13,220.48768041004914,230.71117560644547,215.70969198778317,226.16187999749033,223.88800450779692,629601
2022-05-16,224.73034973658145,232.98255866013398,220.27939403911398,231.38260462493895,228.04105847856215,1495922
2022-05-17,225.61531461750346,233.0071632158738,221.99388732435068,231.92446820337545,228.78375414229927,1119189
2022-05-18,225.11391699857123,228.68728588261058,220.26635359004078,228.68728588261058,225.5227221796989,1715503
2022-05-19,226.7169092183123,231.787934123447,222.27035849668542,227.4964659925633,224.8790280923044,1856543
2022-05-20,229.6732408369006,234.1581059592922,222.88501797328982,222.88501797328982,220.08960861770572,510330
2022-05-23,229.0998655634426,230.91563720099907,223.51012323333327,230.91563720099907,227.87565534432136,1815069
2022-05-24,228.95229719356237,239.63383850103932,225.74576977666945,231.97520503425855,229.11442776866392,1610303
2022-05-25,229.60428820701267,239.12893810824656,225.74191103047212,231.79653776676423,229.1602492927451,1905544
2022-05-26,235.87534694132657,237.25855110688863,228.8342363248067,237.25855110688863,233.7836555078767,1696678
2022-05-27,231.7296161831438,234.15890513456233,225.27198302233873,229.21748533167536,226.0629643109933,605417
2022-05-30,228.59801523253145,233.08364872704504,223.979902880798,231.61409782579662,228.36370940779108,1744736
2022-05-31,233.78032001656734,238.6442952018132,228.12659275523194,235.95774829220224,233.05816877954857,741833
2022-06-01,230.42753276469975,237.28586791980473,225.6691172223822,237.28586791980473,233.78972978794988,726363
2022-06-02,233.64496364029299,233.64496364029299,228.73515185426328,229.4526308289516,227.12878683405327,813614
2022-06-03,231.18491752913934,238.53776771291766,227.77004444994944,231.96704905545604,228.56153000328968,1073278
2022-06-06,225.40358839692507,225.40358839692507,220.80190584458907,224.71203433150018,222.3158300289275,1935800
2022-06-07,221.4349645341484,227.94354622429196,216.47995607136372,216.47995607136372,213.92796617003148,1077748
2022-06-08,220.8528782508782,223.26001070180715,216.0600703357056,218.35516089909166,215.91524928166132,508487
2022-06-09,223.13457814124106,225.39271441244873,219.69748562114813,223.29523129723788,220.35216165416787,1307714
2022-06-10,227.38630969530146,228.80889784374273,223.5755266761099,224.26051133904392,221.68453123355403,514907
2022-06-13,219.74967430487138,220.3658183217639,214.32809928577004,216.86932935549277,214.16504827922006,1036232
2022-06-14,212.92925924279453,223.58860434589144,209.81936288680294,209.81936288680294,207.14503829473682,1465206
2022-06-15,207.13555003554427,212.00655910292718,202.0997772218448,204.53699034650253,201.506958709385,1122702
2022-06-16,200.24783739904132,204.80812795440383,197.7262425729799,197.7262425729799,195.01229071988305,1913874
2022-06-17,203.64111939688908,206.60656624558084,197.7374738168767,205.68543905226056,202.99408407289482,976482
2022-06-20,211.39492173881465,211.56111249286582,206.62872831577872,207.2387769932925,204.61325244476004,1287008
2022-06-21,210.3855900553085,216.45411327272325,206.26098985736456,215.53615946231824,212.82034198238378,515304
2022-06-22,210.21811710195593,215.8946102887962,207.1345052103833,210.73291373773304,208.43466028454685,1724021
2022-06-23,207.409930855073,212.1256045680136,203.25196021907107,212.1256045680136,209.9274606230818,789482
2022-06-24,217.42785596269064,218.73451126501197,212.177291694458,214.13498673852644,211.42747239900152,1596334
2022-06-27,219.9787984106158,228.30649361572455,216.65052388165017,220.72220143014647,218.5078707752691,1419016
2022-06-28,222.4722947264025,224.46761740340634,216.75309484618566,216.75309484618566,213.89559632494388,1531929
2022-06-29,218.13990575557764,226.6539973469398,212.61744134503454,224.07104095836704,221.30412882422968,1337072
2022-06-30,229.727853340762,233.80918130473594,225.3122918993165,229.55586418718173,227.07706145811153,1055299
2022-07-01,228.92036809261455,231.2249918273387,222.53688896839688,227.49352879687942,224.25955960348904,1285467
2022-07-04,231.1741676142751,237.33729831800596,226.05991562021725,237.33729831800596,234.67533655586334,1227524
2022-07-05,238.23791484612337,245.8190659855629,233.043249837881,236.93440239267665,233.80809740594745,956933
2022-07-06,235.23440913398298,235.23440913398298,229.82060334550297,231.18302981800574,228.01184128646096,883596
2022-07-07,232.64972001822204,234.08081107677933,225.83855464526633,225.83855464526633,222.53863280051814,1983100
2022-07-08,226.68047037548368,232.45283474228086,221.0266550800397,221.0266550800397,217.92120420003045,1450487
2022-07-11,224.68659597880907,232.78502594920562,218.73768670445133,218.73768670445133,216.0368102756795,799190
2022-07-12,213.59957360470858,213.59957360470858,209.12455839095125,212.62238100354796,209.545675691469,1088754
2022-07-13,213.38246903817364,213.38246903817364,209.74515712600373,213.1437273669794,210.47675758648307,593814
2022-07-14,210.1244687044075,211.30780065338774,207.74844253017696,211.30780065338774,208.5645338611534,1956069
2022-07-15,215.31095188208835,221.47507093021477,210.06436426772348,218.73037664717697,216.1807630967698,814018
2022-07-18,216.56038189335064,220.60017904262784,211.72107388357327,219.12309745815995,215.86544831519728,1793545
2022-07-19,216.45391012487082,222.20381254482993,212.20646723039485,214.11066462327904,211.84477574420941,1437666
2022-07-20,207.99040900844983,219.1069053839217,204.2017715319326,210.20598164155527,208.01373278540845,939596
2022-07-21,206.03918104387893,210.95893500679756,201.4904348838559,208.8556298235612,206.2984813877119,745978
2022-07-22,204.21818495121468,204.27407074329298,200.26826276898575,204.27407074329298,201.72389854246185,582125
2022-07-25,201.70174147748673,205.7864991716361,196.97921986790365,198.79075305471036,196.67845097657533,1804202
2022-07-26,201.02163799354963,208.20395303466563,197.60742422878033,199.91482988232974,197.47979668920905,1330320
2022-07-27,197.5995235636813,200.82158994592993,193.68880067053828,197.82487470148817,195.64941947037232,1460944
2022-07-28,193.23510675258092,202.03069243396328,190.32187681145444,190.32187681145444,188.32721910179473,1286116
2022-07-29,185.85695537486134,186.73850732959855,181.09126758688507,181.09126758688507,178.64808620325428,1934170
2022-08-01,178.81488584936298,181.83418320900256,175.20573259286417,181.83418320900256,179.5501116620085,1373358
2022-08-02,180.8035679522092,183.22505159513807,177.7550345025443,177.8947461046877,175.88172134272318,1843388
2022-08-03,181.87989294412512,189.55627057352353,177.31627397065463,178.77925136708362,176.58983270400466,674836
2022-08-04,176.63972896569757,185.2757597086252,171.86492317736148,171.86492317736148,170.14509258690234,824625
2022-08-05,172.78555849917717,177.94841959645552,168.84041573126987,171.35771920444273,169.22841409233436,1623503
2022-08-08,172.95425870254485,178.876597849395,169.48327472507737,171.98320761911884,169.56359554930876,1752905
2022-08-09,174.34516295031113,178.6434485171536,170.58853965346128,173.70865099390954,171.5967452232462,1555844
2022-08-10,173.4371759397599,175.75583283760457,170.20247702796414,175.75583283760457,173.5326441897527,702564
2022-08-11,172.25031406917586,172.25031406917586,167.74513156747815,172.11282674967197,170.10039334825106,1769485
2022-08-12,167.10021742914964,170.44798127119049,164.40308786372643,166.86124026067594,164.8711803188824,1118656
2022-08-15,169.3921350436564,171.92890918506237,164.50418158802498,167.5211304683282,165.38699645820736,1150704
2022-08-16,165.55164440589522,169.92991217552543,161.11259908501037,161.11259908501037,159.15380658620495,1951528
2022-08-17,162.94869954284107,168.91968483510774,158.96044085423748,162.05609232608944,160.2169169695959,1862677
2022-08-18,163.1920293147955,166.6720642872263,160.22503601029112,166.6720642872263,164.67813926954642,1364054
2022-08-19,167.66370564866244,176.4280153374841,163.27651012819373,166.1700888430858,163.7979367504377,1283008
2022-08-22,161.70901837125442,161.70901837125442,157.54386850219782,161.45851187142807,159.31494158940967,1625171
2022-08-23,164.88393807520762,169.82597723622737,161.64369405309677,167.42486527945417,165.60389082163834,1256875
2022-08-24,170.70702401176317,170.70702401176317,167.0068040843938,169.25565242542757,166.7449727598848,1076261
2022-08-25,164.71417635218526,173.61117691926634,160.6474566007957,165.91496511515626,164.19317395169216,1925328
2022-08-26,169.6929953110602,177.34384390725725,164.75370732053946,169.84660563359913,167.7248082742043,1039657
2022-08-29,171.21981211429363,172.72544389894347,166.9178203924323,167.49727586809826,165.75190864737885,1407037
2022-08-30,164.83616290392425,167.3502308706668,161.0669265055039,167.3502308706668,165.48983477838746,710477
2022-08-31,162.56530562959045,165.41149799341048,158.37562345028735,165.41149799341048,163.50784023862653,1503044
2022-09-01,161.74924443586912,166.00490753129577,159.36149986508315,166.00490753129577,163.7666228060253,974752
2022-09-02,164.49634517482662,168.01225507138744,161.88834116922655,168.01225507138744,166.06244513094853,948514
2022-09-05,171.77106011056324,177.6624104518045,169.56746429068323,169.69085382084782,167.72978017655097,914823
2022-09-06,169.57881945751004,173.2389297504597,167.55676912644546,173.2389297504597,171.21965451767744,1767850
2022-09-07,177.90570793370168,183.821927971985,173.87747179028776,182.42270845712176,179.96634821867016,1303925
2022-09-08,184.32964081284348,187.1278926630417,178.9348979058509,184.38628389934914,181.76263710429717,1629937
2022-09-09,186.9511923963828,186.9511923963828,184.07644030270586,186.23761420397332,183.94820485469359,1315038
2022-09-12,180.94955445868135,187.4401424973495,176.76093156308633,183.9514849600106,182.0574071916692,1285881
2022-09-13,186.7201856572578,193.21697292608252,182.06383114912586,182.92168790258296,180.27445979833956,1363491
2022-09-14,185.819444068624,190.34059176274923,181.45760763845544,182.4721850865156,180.48241857683314,1147627
2022-09-15,187.43931918606177,191.1390878137238,182.7774595940464,191.1390878137238,188.76119352813498,1507542
2022-09-16,191.49205697473164,200.32538944514647,186.36752898223628,186.36752898223628,183.7520042433664,1553376
2022-09-19,183.18170014615475,185.39227232827943,180.59888766789575,185.39227232827943,182.73750935051794,1300886
2022-09-20,180.20456591475653,185.8715199787709,175.698304393907,175.698304393907,173.69584033875896,1236102
2022-09-21,179.85616322749013,184.40500558123765,176.59760588424103,184.40500558123765,181.6462058499654,1369477
2022-09-22,186.55733268704967,187.6282758065568,184.32645470247508,187.6282758065568,185.0199994665637,1185918
2022-09-23,182.21644402778972,189.04962004570183,177.1229611024398,177.29289351638468,175.10309057040126,1938264
2022-09-26,175.52351227119956,179.2060611828933,172.1319407108771,179.2060611828933,176.56319816639729,843278
2022-09-27,183.11714015872374,184.65779619746036,178.90398659242004,184.65779619746036,182.64389255927776,1101475
2022-09-28,179.98175678640368,182.72422060072233,175.81406472515314,178.1658245767592,176.09673813873093,1151077
2022-09-29,174.78691792380002,177.7690918546911,170.6733273183826,172.59336501312862,170.58153544453288,620994
2022-09-30,172.62598668581586,173.56022538435704,169.33340287592267,172.5461154934807,170.78055260215135,1894989
2022-10-03,172.26374673063907,175.8087952027898,169.53197011019614,175.1119642882936,172.69824337202635,1028401
2022-10-04,171.57926166816603,176.83016518706086,167.55786319513754,167.55786319513754,165.54982389634648,1353117
2022-10-05,171.51723191473846,177.86917408481062,166.64154709353485,169.0228108689421,166.55068751335676,641263
2022-10-06,170.1804437812805,176.91709009426205,166.99557316338226,170.82507901885998,168.60213982167056,1915475
2022-10-07,169.26509090099037,169.26509090099037,164.3271903316201,167.6398429414316,165.82615533895927,1326091
2022-10-10,169.2313951734407,172.4449548728595,164.29222617320198,164.29222617320198,162.41230204512203,839390
2022-10-11,163.9846168923729,168.9369265314751,161.89479882885652,162.78517642087553,160.91978091058033,1353763
2022-10-12,165.3322941178198,171.6355743807015,162.8526594508665,165.75966997342022,163.89310189184556,1056254
2022-10-13,160.92719955136695,165.52852195781833,158.39785770638758,165.52852195781833,163.3284209769629,1803472
2022-10-14,166.12869690454679,170.00865983563452,161.37758891998612,163.5506675749205,161.55893055509,1476001
2022-10-17,164.7946189135618,172.94912844228722,160.31083676950314,160.31083676950314,157.99628590644792,754738
2022-10-18,155.99368929162353,162.97977204688203,152.5743430647535,154.90939669844218,152.9895223830979,1744501
2022-10-19,154.75439860194052,156.03678982534487,152.69977347786582,154.81289434514306,152.75957936851287,1250200
2022-10-20,156.37844941716148,161.31499845785413,154.0281372055691,157.61806176759032,155.8767012553553,1709577
2022-10-21,157.28491220300555,161.42709342673754,152.99236583825163,161.42709342673754,159.14729524133824,991757
2022-10-24,163.18809654381155,167.03979833251486,160.76836763196536,167.03979833251486,164.78007038013533,1371835
2022-10-25,170.0072939007597,173.45119415641568,166.3108585432504,173.45119415641568,170.9114857928275,1408707
2022-10-26,177.38973352476796,181.81748350866576,174.43794009449846,177.61781792839216,175.0959390012296,1662779
2022-10-27,179.15878846585392,184.54484550218496,176.54968090503675,179.67662671102656,177.10254452908563,606439
2022-10-28,178.95500828472413,183.3283378552587,175.53704486977986,179.81921845068396,177.9494923298097,824019
2022-10-31,178.58356376173614,185.54401079273524,174.97445974340184,175.87429175146545,173.4431855009345,516162
2022-11-01,173.11146090644354,177.56750659334622,169.32130904952385,173.4362610725173,171.0922944067519,713038
2022-11-02,168.89803797270804,172.66965480263246,164.84176601479234,172.66965480263246,170.21121922400215,1437384
2022-11-03,174.1063287726283,178.6942843801922,171.95367043433296,178.07426972397698,175.73454054386028,1946098
2022-11-04,175.90881493312904,184.15525500370208,172.7311680940656,177.84042725148475,176.01055439064746,939636
2022-11-07,178.78997947935682,179.84779255744496,176.9446923193317,179.74036802181647,177.3417202726267,919001
2022-11-08,184.87621494610505,189.19429148352134,180.50776801114824,182.89202536586382,180.81037308898257,1534488
2022-11-09,188.3744349433561,192.39657942636921,184.87776202689133,192.39657942636921,189.7322477171085,1515220
2022-11-10,189.04987992570122,192.0515886200932,184.86866410677715,185.97179132590276,183.50703191538378,659640
2022-11-11,184.19430014683405,192.77492227279222,181.7131037791837,185.5859178572733,183.55283352761978,1613756
2022-11-14,180.90647459964472,186.6964598233606,175.603594365998,184.91450472104697,182.59910253919702,1755916
2022-11-15,186.53193455849762,194.27335832332025,183.815432149612,190.0695866129428,187.6937474261801,1947144
2022-11-16,192.3122753976827,193.5137939536119,188.86995436532982,193.5137939536119,191.33230044241344,538211
2022-11-17,191.7100508728671,193.98934106672786,186.5881738644251,193.98934106672786,191.4406401628026,527434
2022-11-18,196.2886776326746,196.2886776326746,192.51839484519806,196.1213428420986,193.87866640877968,1418141
2022-11-21,194.3356455662197,199.36946765772717,191.5350819166742,199.36946765772717,196.43479345201217,962536
2022-11-22,199.33331833011033,207.09952514940855,196.26338790671917,200.3612875037735,198.0272690297276,1308612
2022-11-23,200.39690615214627,204.84820079335597,197.37071578135703,204.84820079335597,202.1718031083745,948220
2022-11-24,202.74489426614764,203.92886951162075,196.91694243922893,196.91694243922893,194.57200677727116,1955818
